id;Label_A1_positive;Label_A2_negative;Label_A3_neutral
947153376860663809;0;1;0
947151411518812160;1;1;0
947150745928916992;1;0;0
947150517842731009;0;0;1
947150513468043264;0;0;1
947150417074491392;1;0;0
947150392424632321;0;0;1
947150276393349120;1;0;1
947149059059576834;0;0;1
947149012074975232;0;0;1
947148896245047296;0;0;1
947148816280469504;0;1;0
947148814049148930;0;1;0
947148773704249344;0;0;1
947148494904741888;1;0;0
947148280835686403;1;0;0
947147643200921602;0;0;1
947147627501703168;0;0;1
947147292221542406;0;0;1
947147287737851904;0;1;0
947147015896563714;0;0;1
947146740431499264;1;0;1
947146294526660608;1;0;1
947145731080577024;1;0;1
947145641020534784;1;0;0
947145413286662146;0;1;0
947144886784090114;1;0;0
947144630398746624;0;1;1
947144475876429824;0;0;1
947144468712644611;0;0;1
947144385182957568;0;1;1
947144125861715968;0;1;0
947143577586429952;0;0;1
947143426587484160;0;1;0
947142963175546880;0;1;1
947142555522576384;1;0;0
947141850200199170;1;1;0
947141007707131904;0;1;0
947140181840269312;1;0;0
947140033563320320;0;1;0
947139840126128129;0;1;1
947139731254427649;1;0;1
947139336247668737;0;0;1
947139191556554752;1;0;0
947139186225745922;0;0;1
947139179053486080;1;0;1
947138460036382721;0;0;1
947138121841496065;1;0;0
947138001322176514;0;1;0
947137781834354688;0;0;1
947137719620308993;0;0;1
947137692608974848;1;0;0
947137566217732096;0;1;0
947137475377598465;1;0;1
947137436039155712;1;0;0
947137294661767171;0;0;1
947137221643169792;0;1;0
947137155880701960;0;1;0
947136988079116288;0;0;1
947136916918382593;0;0;1
947136872710520834;0;1;0
947136779823599617;0;1;0
947136611283820544;0;1;1
947136258836500480;0;1;0
947136248602390528;0;1;0
947135755549331457;0;1;0
947135554294034432;0;1;1
947135389306847233;1;0;0
947135385141940224;0;0;1
947135314908336131;0;0;1
947135300198903809;1;0;0
947135123635531777;1;0;1
947134458918039554;1;0;0
947134334175203328;1;1;0
947133806565363714;0;1;1
947133131848593410;0;1;0
947132577592369153;0;1;0
947132403881005056;0;0;1
947132331059568640;0;1;0
947131767424557061;1;0;0
947131443452325888;0;1;0
947131423219245058;1;1;0
947131169065394178;0;1;0
947131109841784832;1;0;0
947130930753351680;1;0;0
947130674317799426;0;1;0
947130207835586560;0;0;1
947130183810772992;1;0;1
947129905657057280;1;0;0
947129772760616961;1;0;0
947129662924304384;0;0;1
947129423945277440;1;0;0
947129049817714689;1;0;0
947128813829394432;1;1;0
947128599013941248;0;1;0
947127724388339712;1;0;0
947127676741083136;0;0;1
947127385937281026;0;0;1
947127217989083136;1;0;0
947127171600060416;0;1;0
947126595352965120;0;1;0
947126486049402880;0;0;1
947126419854974981;0;0;1
947126334853210112;0;0;1
947126253588381696;0;1;0
947126232591798273;0;1;1
947125913652690945;0;0;1
947125803933995008;0;0;1
947125742504173569;0;0;1
947124975697301504;0;0;1
947124714400559105;0;0;1
947124314293256193;1;0;0
947124180562120704;0;1;0
947123706916212742;0;1;1
947123199678058497;0;0;1
947122595312361472;0;0;1
947122251001933824;0;1;0
947122033661480960;0;0;1
947121978376376320;0;1;0
947121375298416640;0;0;1
947120348088143872;1;0;0
947120242517598208;1;0;0
947120130709958658;0;0;1
947119941060349952;0;0;1
947119494740267014;0;1;0
947119351164837888;0;1;0
